Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Reference_ET0_mm_day,Crop_Coefficient_Kc
Dry,Maha,Maize,Mid-season,35,Clay,5.92,27.7,1.08,0.54,30.5,21.2,25.9,79.5,135.1,5.8,3.5,Rainfed,Agro-well,1.24,No,4.04,1.2
Dry,Maha,Maize,Late-season,15,Clay,5.7,25.68,1.3,0.62,31.6,22.7,27.2,70.1,10.6,6.3,9.5,Rainfed,Agro-well,1.24,No,3.93,0.6
Dry,Yala,Maize,Initial,20,Sandy,5.29,9.59,0.92,0.5,33.7,23.7,28.7,68.6,70.2,9.4,9.0,Drip,Agro-well,1.19,Yes,5.22,0.3
Dry,Yala,Maize,Development,30,Sandy,4.88,10.17,0.33,0.48,33.3,24.0,28.7,66.5,70.9,7.6,12.1,Drip,Agro-well,1.19,Yes,4.93,0.75
Dry,Yala,Maize,Mid-season,35,Sandy,6.09,9.3,0.51,0.27,34.3,25.0,29.6,68.5,67.5,8.5,13.9,Drip,Agro-well,1.19,Yes,4.99,1.2
Dry,Yala,Maize,Late-season,15,Sandy,4.69,9.04,0.96,0.53,34.3,22.6,28.5,74.7,69.7,8.1,9.7,Drip,Agro-well,1.19,Yes,5.48,0.6
Dry,Maha,Green Gram,Initial,12,Sandy Loam,6.12,13.32,0.78,0.63,31.4,21.2,26.3,71.6,69.7,7.3,2.5,Furrow/Surface,Major Tank,1.27,No,4.89,0.4
Dry,Maha,Green Gram,Development,18,Sandy Loam,5.86,14.44,1.38,0.35,31.6,23.2,27.4,76.7,107.4,7.6,6.5,Furrow/Surface,Major Tank,1.27,No,4.44,0.75
Dry,Maha,Green Gram,Mid-season,22,Sandy Loam,6.06,15.68,1.61,0.57,30.3,23.2,26.7,81.5,163.8,6.9,6.2,Furrow/Surface,Major Tank,1.27,No,3.86,1.05
Dry,Maha,Green Gram,Late-season,13,Sandy Loam,5.75,15.01,0.82,0.47,30.9,20.7,25.8,76.0,161.2,5.9,5.4,Furrow/Surface,Major Tank,1.27,No,4.34,0.4
Wet,Yala,Paddy (Rice),Initial,20,Clay,6.38,21.03,1.76,1.03,29.5,23.5,26.5,74.4,216.3,5.7,10.0,Sprinkler,Major Tank,0.22,Yes,3.79,1.05
Wet,Yala,Paddy (Rice),Development,30,Clay,6.35,29.67,1.67,1.06,29.0,22.9,26.0,84.9,281.3,6.6,10.6,Sprinkler,Major Tank,0.22,Yes,3.72,1.1
Wet,Yala,Paddy (Rice),Mid-season,40,Clay,6.04,34.97,1.89,0.49,27.7,24.9,26.3,84.0,465.3,5.0,7.2,Sprinkler,Major Tank,0.22,Yes,2.49,1.2
Wet,Yala,Paddy (Rice),Late-season,25,Clay,6.33,36.75,1.44,0.86,29.7,23.9,26.8,85.0,276.9,7.1,9.5,Sprinkler,Major Tank,0.22,Yes,3.7,0.95
Dry,Yala,Tomato,Initial,20,Loamy,6.1,19.87,1.45,0.68,35.4,24.1,29.7,82.0,11.0,7.9,14.0,Furrow/Surface,Major Tank,0.82,No,5.65,0.6
Dry,Yala,Tomato,Development,25,Loamy,6.37,18.71,1.09,0.63,33.9,23.7,28.8,84.2,22.2,8.5,10.8,Furrow/Surface,Major Tank,0.82,No,5.18,0.9
Dry,Yala,Tomato,Mid-season,35,Loamy,6.27,18.36,0.98,0.47,35.0,23.2,29.1,61.5,88.7,8.4,14.8,Furrow/Surface,Major Tank,0.82,No,5.51,1.15
Dry,Yala,Tomato,Late-season,20,Loamy,5.75,20.06,0.94,0.33,35.7,24.6,30.2,71.6,0.0,9.1,21.4,Furrow/Surface,Major Tank,0.82,No,5.48,0.8
Wet,Yala,Big Onion,Initial,15,Clay,6.57,27.5,1.65,0.52,27.6,22.6,25.1,76.0,90.6,6.4,8.7,Sprinkler,River/Canal Diversion,1.21,No,3.39,0.7
Wet,Yala,Big Onion,Development,25,Clay,6.03,30.33,1.34,0.83,29.5,23.7,26.6,75.6,195.8,6.3,9.0,Sprinkler,River/Canal Diversion,1.21,No,3.72,0.9
Wet,Yala,Big Onion,Mid-season,35,Clay,6.79,31.95,1.85,1.33,30.6,23.2,26.9,81.2,249.7,6.8,10.5,Sprinkler,River/Canal Diversion,1.21,No,4.08,1.05
Wet,Yala,Big Onion,Late-season,20,Clay,6.34,34.25,1.12,0.47,29.5,23.5,26.5,82.6,186.0,5.9,5.3,Sprinkler,River/Canal Diversion,1.21,No,3.66,0.75
Wet,Maha,Tomato,Initial,20,Sandy,4.64,6.15,0.79,0.5,27.0,22.5,24.7,80.6,202.2,5.3,6.4,Rainfed,Agro-well,1.19,No,3.13,0.6
Wet,Maha,Tomato,Development,25,Sandy,4.25,12.6,0.81,0.16,26.4,21.8,24.1,80.8,127.4,6.9,4.9,Rainfed,Agro-well,1.19,No,3.02,0.9
Wet,Maha,Tomato,Mid-season,35,Sandy,5.39,12.6,0.76,0.52,28.2,23.5,25.9,83.2,202.5,4.1,5.4,Rainfed,Agro-well,1.19,No,3.02,1.15
Wet,Maha,Tomato,Late-season,20,Sandy,4.0,12.6,0.34,0.78,26.2,22.1,24.1,82.7,177.5,5.1,8.3,Rainfed,Agro-well,1.19,No,2.59,0.8
Wet,Maha,Paddy (Rice),Initial,20,Loamy,6.39,19.5,1.28,0.43,27.1,21.5,24.3,79.2,152.9,5.9,5.7,Furrow/Surface,Minor Tank,0.8,Yes,3.48,1.05
Wet,Maha,Paddy (Rice),Development,30,Loamy,5.32,25.53,0.77,0.88,26.4,22.8,24.6,79.6,76.7,4.1,5.9,Furrow/Surface,Minor Tank,0.8,Yes,2.7,1.1
Wet,Maha,Paddy (Rice),Mid-season,40,Loamy,5.83,23.22,1.23,0.88,27.3,21.9,24.6,83.5,184.9,4.1,3.3,Furrow/Surface,Minor Tank,0.8,Yes,3.08,1.2
Wet,Maha,Paddy (Rice),Late-season,25,Loamy,5.9,21.4,0.91,0.35,27.4,22.5,25.0,88.3,47.1,4.8,9.1,Furrow/Surface,Minor Tank,0.8,Yes,2.94,0.95
Wet,Yala,Green Gram,Initial,12,Clay,6.09,24.9,1.43,1.1,29.0,24.2,26.6,86.3,149.0,6.0,8.0,Rainfed,Agro-well,0.35,No,3.44,0.4
Wet,Yala,Green Gram,Development,18,Clay,5.91,30.45,1.25,1.2,27.7,21.8,24.7,78.0,42.8,5.3,8.6,Rainfed,Agro-well,0.35,No,3.57,0.75
Wet,Yala,Green Gram,Mid-season,22,Clay,5.28,27.96,1.47,1.03,29.5,23.1,26.3,81.3,96.2,6.7,10.5,Rainfed,Agro-well,0.35,No,3.79,1.05
Wet,Yala,Green Gram,Late-season,13,Clay,6.72,26.95,1.88,0.8,31.3,22.7,27.0,83.9,105.2,6.4,8.7,Rainfed,Agro-well,0.35,No,4.4,0.4
Intermediate,Yala,Big Onion,Initial,15,Sandy Loam,5.74,16.08,1.13,0.44,31.7,21.7,26.7,77.0,77.9,7.9,13.0,Sprinkler,Agro-well,3.23,No,4.94,0.7
Intermediate,Yala,Big Onion,Development,25,Sandy Loam,5.82,17.83,0.47,0.46,33.0,21.7,27.4,76.0,71.1,7.7,8.5,Sprinkler,Agro-well,3.23,No,5.27,0.9
Intermediate,Yala,Big Onion,Mid-season,35,Sandy Loam,5.38,16.01,1.19,0.61,30.7,19.7,25.2,81.5,76.9,8.1,9.8,Sprinkler,Agro-well,3.23,No,4.83,1.05
Intermediate,Yala,Big Onion,Late-season,20,Sandy Loam,5.79,15.75,1.0,0.44,31.2,21.3,26.2,77.2,83.9,7.0,5.9,Sprinkler,Agro-well,3.23,No,4.68,0.75
Wet,Yala,Maize,Initial,20,Sandy,5.25,6.1,0.52,0.35,29.3,23.9,26.6,79.0,29.4,5.8,8.1,Drip,Rainfed,0.41,No,3.64,0.3
Wet,Yala,Maize,Development,30,Sandy,5.83,4.69,0.7,0.05,28.8,24.1,26.5,88.7,234.5,6.0,10.2,Drip,Rainfed,0.41,No,3.31,0.75
Wet,Yala,Maize,Mid-season,35,Sandy,5.1,7.49,0.86,0.05,30.7,23.3,27.0,87.0,328.0,5.8,5.3,Drip,Rainfed,0.41,No,4.12,1.2
Wet,Yala,Maize,Late-season,15,Sandy,5.36,11.6,0.43,0.57,28.5,23.4,26.0,81.5,176.5,7.5,11.4,Drip,Rainfed,0.41,No,3.34,0.6
Wet,Yala,Paddy (Rice),Initial,20,Clay,6.59,30.28,1.31,0.75,29.0,22.9,25.9,75.7,255.7,7.8,11.1,Sprinkler,Agro-well,1.53,No,3.79,1.05
Wet,Yala,Paddy (Rice),Development,30,Clay,6.55,36.75,1.77,0.92,32.1,24.0,28.1,81.1,454.3,6.8,6.5,Sprinkler,Agro-well,1.53,No,4.5,1.1
Wet,Yala,Paddy (Rice),Mid-season,40,Clay,6.04,36.75,1.79,1.0,29.5,23.4,26.5,80.7,337.1,6.0,12.7,Sprinkler,Agro-well,1.53,No,3.67,1.2
Wet,Yala,Paddy (Rice),Late-season,25,Clay,5.87,36.75,1.44,1.32,29.2,24.0,26.6,80.4,321.2,6.2,11.4,Sprinkler,Agro-well,1.53,No,3.48,0.95
Wet,Yala,Chili,Initial,25,Sandy,4.79,6.93,0.6,0.38,28.0,24.2,26.1,86.0,255.0,7.1,5.1,Drip,Major Tank,0.62,No,3.02,0.6
Wet,Yala,Chili,Development,35,Sandy,5.4,12.6,0.58,0.51,31.4,22.0,26.7,93.0,440.9,5.7,11.5,Drip,Major Tank,0.62,No,4.66,0.85
Wet,Yala,Chili,Mid-season,60,Sandy,4.78,12.6,0.49,0.28,30.7,23.6,27.1,82.3,659.8,7.3,10.5,Drip,Major Tank,0.62,No,4.07,1.05
Wet,Yala,Chili,Late-season,30,Sandy,5.18,12.6,0.63,0.33,30.5,23.4,26.9,88.7,161.1,7.5,9.6,Drip,Major Tank,0.62,No,4.17,0.9
Wet,Maha,Maize,Initial,20,Loamy,5.47,18.71,1.04,0.39,28.6,20.8,24.7,78.3,116.7,5.1,3.2,Furrow/Surface,Minor Tank,0.31,Yes,4.11,0.3
Wet,Maha,Maize,Development,30,Loamy,6.06,21.54,1.08,0.52,28.3,23.3,25.8,84.0,190.1,6.9,7.0,Furrow/Surface,Minor Tank,0.31,Yes,3.28,0.75
Wet,Maha,Maize,Mid-season,35,Loamy,5.65,24.42,1.44,0.46,28.4,22.4,25.4,78.3,288.0,5.5,4.6,Furrow/Surface,Minor Tank,0.31,Yes,3.35,1.2
Wet,Maha,Maize,Late-season,15,Loamy,6.22,26.25,1.05,1.07,29.0,22.0,25.5,79.4,82.1,6.0,9.3,Furrow/Surface,Minor Tank,0.31,Yes,3.54,0.6
Wet,Maha,Tomato,Initial,20,Sandy Loam,5.48,13.56,0.71,0.67,26.7,21.9,24.3,78.3,129.0,6.7,8.6,Drip,Agro-well,2.66,Yes,3.21,0.6
Wet,Maha,Tomato,Development,25,Sandy Loam,6.26,16.26,1.22,0.5,29.1,21.8,25.4,70.0,100.1,4.6,9.8,Drip,Agro-well,2.66,Yes,3.93,0.9
Wet,Maha,Tomato,Mid-season,35,Sandy Loam,5.9,16.22,0.83,0.05,27.9,22.7,25.3,87.4,307.4,6.3,8.5,Drip,Agro-well,2.66,Yes,3.12,1.15
Wet,Maha,Tomato,Late-season,20,Sandy Loam,5.72,18.9,0.72,0.51,27.0,23.0,25.0,81.5,10.1,6.1,10.9,Drip,Agro-well,2.66,Yes,2.65,0.8
Intermediate,Maha,Maize,Initial,20,Clay,6.48,26.56,1.78,0.95,29.3,18.1,23.7,77.8,163.7,6.4,7.8,Rainfed,Rainfed,2.23,Yes,4.8,0.3
Intermediate,Maha,Maize,Development,30,Clay,6.4,32.15,1.27,0.95,28.4,18.7,23.5,81.6,89.7,7.2,7.8,Rainfed,Rainfed,2.23,Yes,4.28,0.75
Intermediate,Maha,Maize,Mid-season,35,Clay,5.73,31.02,1.25,0.66,29.5,20.9,25.2,87.0,198.4,5.5,6.2,Rainfed,Rainfed,2.23,Yes,3.9,1.2
Intermediate,Maha,Maize,Late-season,15,Clay,6.43,32.22,1.55,1.42,28.2,20.7,24.4,83.0,68.3,8.2,8.3,Rainfed,Rainfed,2.23,Yes,3.49,0.6
Wet,Maha,Chili,Initial,25,Loamy,5.54,14.41,0.93,0.64,29.0,22.1,25.6,76.6,94.2,6.2,6.0,Furrow/Surface,River/Canal Diversion,1.95,Yes,3.96,0.6
Wet,Maha,Chili,Development,35,Loamy,5.74,15.46,1.8,0.75,29.2,21.9,25.6,84.7,73.2,5.4,10.7,Furrow/Surface,River/Canal Diversion,1.95,Yes,3.86,0.85
Wet,Maha,Chili,Mid-season,60,Loamy,5.48,16.81,0.96,0.66,27.5,23.2,25.3,85.2,424.0,5.9,7.1,Furrow/Surface,River/Canal Diversion,1.95,Yes,2.72,1.05
Wet,Maha,Chili,Late-season,30,Loamy,5.5,20.13,1.3,0.65,29.6,23.2,26.4,82.1,147.1,6.6,5.7,Furrow/Surface,River/Canal Diversion,1.95,Yes,3.58,0.9
Dry,Yala,Big Onion,Initial,15,Sandy,5.99,6.66,0.56,1.01,34.1,23.4,28.7,64.8,65.7,7.4,16.8,Rainfed,River/Canal Diversion,1.13,No,5.4,0.7
Dry,Yala,Big Onion,Development,25,Sandy,5.31,7.4,0.42,0.48,34.3,23.6,29.0,70.2,126.4,8.8,12.7,Rainfed,River/Canal Diversion,1.13,No,5.39,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy,5.42,8.17,0.71,0.54,33.2,23.2,28.2,84.0,37.2,8.0,8.6,Rainfed,River/Canal Diversion,1.13,No,5.02,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy,5.59,8.89,0.61,0.56,34.4,23.1,28.8,64.3,81.3,7.6,9.4,Rainfed,River/Canal Diversion,1.13,No,5.41,0.75
Intermediate,Maha,Chili,Initial,25,Sandy Loam,5.63,14.73,0.6,0.48,27.0,18.5,22.8,78.4,20.1,5.9,5.3,Furrow/Surface,Major Tank,0.34,No,4.08,0.6
Intermediate,Maha,Chili,Development,35,Sandy Loam,6.04,13.54,1.01,0.43,27.1,19.3,23.2,87.1,329.6,5.9,6.9,Furrow/Surface,Major Tank,0.34,No,3.75,0.85
Intermediate,Maha,Chili,Mid-season,60,Sandy Loam,6.01,18.85,1.02,0.24,28.9,20.5,24.7,79.3,451.5,6.2,7.9,Furrow/Surface,Major Tank,0.34,No,3.74,1.05
Intermediate,Maha,Chili,Late-season,30,Sandy Loam,5.36,18.9,0.67,0.49,31.0,20.5,25.7,89.1,0.0,6.3,4.7,Furrow/Surface,Major Tank,0.34,No,4.51,0.9
Dry,Yala,Maize,Initial,20,Sandy,5.33,9.48,0.43,0.13,35.2,22.8,29.0,74.7,50.9,7.6,13.8,Furrow/Surface,Major Tank,1.53,No,5.76,0.3
Dry,Yala,Maize,Development,30,Sandy,4.94,8.33,0.93,0.22,34.2,25.1,29.7,67.7,44.7,7.2,15.9,Furrow/Surface,Major Tank,1.53,No,4.89,0.75
Dry,Yala,Maize,Mid-season,35,Sandy,5.18,8.53,0.54,0.24,34.1,22.9,28.5,70.0,91.8,9.3,11.5,Furrow/Surface,Major Tank,1.53,No,5.19,1.2
Dry,Yala,Maize,Late-season,15,Sandy,4.89,7.81,0.52,0.75,33.6,23.8,28.7,65.7,62.3,6.9,9.6,Furrow/Surface,Major Tank,1.53,No,4.9,0.6
Wet,Maha,Green Gram,Initial,12,Sandy Loam,5.42,12.46,0.94,0.61,28.3,22.1,25.2,83.2,90.9,5.5,8.2,Furrow/Surface,Agro-well,0.23,No,3.74,0.4
Wet,Maha,Green Gram,Development,18,Sandy Loam,5.42,12.25,0.77,0.63,28.9,23.4,26.2,93.4,148.3,6.4,8.0,Furrow/Surface,Agro-well,0.23,No,3.56,0.75
Wet,Maha,Green Gram,Mid-season,22,Sandy Loam,4.96,13.37,0.82,0.53,28.1,23.5,25.8,84.5,210.0,5.9,5.7,Furrow/Surface,Agro-well,0.23,No,3.13,1.05
Wet,Maha,Green Gram,Late-season,13,Sandy Loam,5.59,13.33,0.43,0.42,28.9,22.8,25.8,83.3,53.8,6.1,5.7,Furrow/Surface,Agro-well,0.23,No,3.48,0.4
Dry,Maha,Big Onion,Initial,15,Sandy,5.37,9.56,0.77,0.24,29.7,22.3,26.0,80.3,17.1,6.9,10.3,Sprinkler,Major Tank,0.16,Yes,4.13,0.7
Dry,Maha,Big Onion,Development,25,Sandy,5.29,8.83,0.41,0.5,28.3,21.9,25.1,76.4,117.4,6.0,9.4,Sprinkler,Major Tank,0.16,Yes,3.59,0.9
Dry,Maha,Big Onion,Mid-season,35,Sandy,4.97,10.24,0.6,0.28,31.5,22.2,26.9,80.5,27.3,6.9,8.4,Sprinkler,Major Tank,0.16,Yes,4.2,1.05
Dry,Maha,Big Onion,Late-season,20,Sandy,5.17,8.54,0.69,0.4,31.2,21.5,26.3,77.6,229.8,7.0,9.8,Sprinkler,Major Tank,0.16,Yes,4.02,0.75
Wet,Maha,Chili,Initial,25,Sandy Loam,4.99,10.74,0.59,0.64,27.7,20.8,24.3,79.0,73.3,6.3,8.6,Furrow/Surface,Rainfed,0.42,No,3.82,0.6
Wet,Maha,Chili,Development,35,Sandy Loam,5.63,9.98,0.93,0.69,28.5,22.5,25.5,72.2,152.1,4.4,7.3,Furrow/Surface,Rainfed,0.42,No,3.48,0.85
Wet,Maha,Chili,Mid-season,60,Sandy Loam,5.75,10.9,1.03,0.88,29.2,22.5,25.9,80.5,697.8,6.9,5.0,Furrow/Surface,Rainfed,0.42,No,3.44,1.05
Wet,Maha,Chili,Late-season,30,Sandy Loam,5.64,18.9,0.83,0.89,26.4,23.8,25.1,79.6,211.1,6.1,4.4,Furrow/Surface,Rainfed,0.42,No,2.22,0.9
Dry,Yala,Tomato,Initial,20,Loamy,5.62,18.38,1.13,0.79,31.9,24.7,28.3,79.6,9.3,8.7,17.4,Furrow/Surface,Major Tank,0.64,No,4.41,0.6
Dry,Yala,Tomato,Development,25,Loamy,6.57,17.77,1.48,0.21,32.2,22.7,27.4,59.7,108.9,8.5,19.2,Furrow/Surface,Major Tank,0.64,No,4.88,0.9
Dry,Yala,Tomato,Mid-season,35,Loamy,6.01,18.34,1.05,0.82,35.4,24.6,30.0,60.1,60.9,8.6,6.6,Furrow/Surface,Major Tank,0.64,No,5.43,1.15
Dry,Yala,Tomato,Late-season,20,Loamy,5.52,18.31,0.91,0.53,35.7,24.9,30.3,74.5,44.6,8.7,13.8,Furrow/Surface,Major Tank,0.64,No,5.48,0.8
Wet,Maha,Chili,Initial,25,Sandy Loam,5.8,14.59,0.55,0.37,26.8,22.6,24.7,87.6,181.5,5.9,7.9,Furrow/Surface,Major Tank,0.69,No,3.01,0.6
Wet,Maha,Chili,Development,35,Sandy Loam,5.62,18.9,0.82,0.18,28.4,22.2,25.3,82.8,255.2,6.0,7.0,Furrow/Surface,Major Tank,0.69,No,3.53,0.85
Wet,Maha,Chili,Mid-season,60,Sandy Loam,6.12,18.9,0.99,0.59,29.6,22.8,26.2,75.7,530.9,4.8,6.8,Furrow/Surface,Major Tank,0.69,No,3.52,1.05
Wet,Maha,Chili,Late-season,30,Sandy Loam,5.76,18.9,0.83,0.37,28.9,22.2,25.6,84.5,194.7,5.3,7.4,Furrow/Surface,Major Tank,0.69,No,3.64,0.9
Dry,Yala,Big Onion,Initial,15,Sandy Loam,6.08,14.97,0.72,0.57,33.9,24.6,29.3,63.4,0.0,7.8,11.6,Rainfed,Agro-well,0.88,No,5.08,0.7
Dry,Yala,Big Onion,Development,25,Sandy Loam,5.23,14.67,1.21,0.63,34.4,23.4,28.9,62.7,136.8,8.9,12.8,Rainfed,Agro-well,0.88,No,5.4,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy Loam,5.69,14.59,0.56,0.19,35.5,23.3,29.4,67.2,58.9,8.1,9.1,Rainfed,Agro-well,0.88,No,5.62,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy Loam,5.62,13.58,1.26,0.55,33.9,23.4,28.6,66.4,26.3,7.2,17.3,Rainfed,Agro-well,0.88,No,5.13,0.75
Intermediate,Yala,Paddy (Rice),Initial,20,Sandy Loam,5.23,14.12,0.67,0.59,32.1,22.3,27.2,69.8,80.8,6.7,11.1,Furrow/Surface,Major Tank,1.28,No,4.97,1.05
Intermediate,Yala,Paddy (Rice),Development,30,Sandy Loam,5.47,17.5,0.91,0.86,28.7,21.9,25.3,62.7,184.4,6.9,13.4,Furrow/Surface,Major Tank,1.28,No,3.88,1.1
Intermediate,Yala,Paddy (Rice),Mid-season,40,Sandy Loam,5.18,18.9,1.11,0.49,30.4,23.0,26.7,70.1,102.1,8.1,6.3,Furrow/Surface,Major Tank,1.28,No,4.07,1.2
Intermediate,Yala,Paddy (Rice),Late-season,25,Sandy Loam,5.56,18.9,1.0,0.55,30.1,21.3,25.7,73.5,29.1,8.3,3.4,Furrow/Surface,Major Tank,1.28,No,4.42,0.95
Dry,Maha,Maize,Initial,20,Loamy,6.09,17.52,1.27,0.32,32.7,23.7,28.2,78.7,79.4,6.6,8.2,Furrow/Surface,Agro-well,0.44,No,4.73,0.3
Dry,Maha,Maize,Development,30,Loamy,5.87,19.73,1.15,0.25,34.1,22.3,28.2,75.1,196.0,7.9,9.7,Furrow/Surface,Agro-well,0.44,No,5.19,0.75
Dry,Maha,Maize,Mid-season,35,Loamy,5.68,22.04,1.38,0.41,31.9,24.4,28.1,79.4,425.8,4.9,8.8,Furrow/Surface,Agro-well,0.44,No,3.84,1.2
Dry,Maha,Maize,Late-season,15,Loamy,5.51,26.25,1.41,0.3,31.1,22.6,26.8,69.6,48.2,5.9,9.0,Furrow/Surface,Agro-well,0.44,No,3.87,0.6
Wet,Maha,Maize,Initial,20,Sandy Loam,6.04,15.22,1.0,0.54,28.8,21.2,25.0,75.3,165.7,5.4,4.9,Drip,Rainfed,0.65,No,4.08,0.3
Wet,Maha,Maize,Development,30,Sandy Loam,6.09,18.9,0.89,0.76,28.5,22.6,25.5,86.9,82.7,6.1,6.4,Drip,Rainfed,0.65,No,3.51,0.75
Wet,Maha,Maize,Mid-season,35,Sandy Loam,4.8,18.9,0.71,0.7,27.9,22.5,25.2,78.1,147.0,7.9,6.9,Drip,Rainfed,0.65,No,3.14,1.2
Wet,Maha,Maize,Late-season,15,Sandy Loam,5.2,18.9,0.64,0.38,27.2,23.7,25.4,86.4,64.8,6.4,6.1,Drip,Rainfed,0.65,No,2.46,0.6
Wet,Yala,Paddy (Rice),Initial,20,Clay,5.74,29.66,1.55,1.16,30.3,23.8,27.0,82.0,93.5,6.1,5.6,Sprinkler,Agro-well,0.47,No,4.02,1.05
Wet,Yala,Paddy (Rice),Development,30,Clay,6.18,32.87,1.17,0.42,29.8,22.6,26.2,81.8,179.2,5.8,10.5,Sprinkler,Agro-well,0.47,No,4.07,1.1
Wet,Yala,Paddy (Rice),Mid-season,40,Clay,5.88,34.39,1.81,0.91,30.4,23.7,27.1,92.0,306.7,7.5,8.2,Sprinkler,Agro-well,0.47,No,3.91,1.2
Wet,Yala,Paddy (Rice),Late-season,25,Clay,6.3,36.59,1.47,0.91,30.2,25.1,27.6,83.7,331.9,6.3,12.8,Sprinkler,Agro-well,0.47,No,3.53,0.95
Wet,Maha,Maize,Initial,20,Sandy Loam,5.29,15.57,0.6,0.61,28.0,21.8,24.9,74.1,282.7,5.6,8.5,Rainfed,Agro-well,1.77,No,3.69,0.3
Wet,Maha,Maize,Development,30,Sandy Loam,6.34,18.9,0.81,0.66,28.6,23.2,25.9,82.7,177.6,5.8,8.1,Rainfed,Agro-well,1.77,No,3.37,0.75
Wet,Maha,Maize,Mid-season,35,Sandy Loam,5.28,18.9,0.75,0.73,29.3,23.8,26.5,81.1,123.1,6.4,8.1,Rainfed,Agro-well,1.77,No,3.25,1.2
Wet,Maha,Maize,Late-season,15,Sandy Loam,5.56,17.11,1.15,0.44,27.3,21.8,24.6,78.4,104.5,6.6,5.0,Rainfed,Agro-well,1.77,No,3.03,0.6
Dry,Maha,Tomato,Initial,20,Loamy,5.26,19.16,1.23,1.1,30.3,22.8,26.5,78.3,70.6,9.6,9.7,Drip,Agro-well,0.79,Yes,4.17,0.6
Dry,Maha,Tomato,Development,25,Loamy,6.14,20.04,1.6,0.86,29.4,22.1,25.8,86.3,67.8,7.1,6.9,Drip,Agro-well,0.79,Yes,3.87,0.9
Dry,Maha,Tomato,Mid-season,35,Loamy,5.59,18.74,1.17,0.73,29.9,21.2,25.5,81.7,198.9,5.7,8.4,Drip,Agro-well,0.79,Yes,3.91,1.15
Dry,Maha,Tomato,Late-season,20,Loamy,5.16,18.21,0.96,0.9,32.2,22.6,27.4,75.3,126.3,5.9,7.7,Drip,Agro-well,0.79,Yes,4.12,0.8
Dry,Yala,Paddy (Rice),Initial,20,Loamy,5.18,21.76,1.3,0.4,35.1,24.6,29.8,62.0,51.9,9.1,10.5,Drip,Rainfed,1.12,Yes,5.45,1.05
Dry,Yala,Paddy (Rice),Development,30,Loamy,5.86,26.1,1.21,0.68,34.7,26.1,30.4,76.3,102.8,8.0,13.0,Drip,Rainfed,1.12,Yes,4.89,1.1
Dry,Yala,Paddy (Rice),Mid-season,40,Loamy,6.65,26.25,1.36,1.42,33.8,23.9,28.9,76.3,174.1,9.0,14.4,Drip,Rainfed,1.12,Yes,5.01,1.2
Dry,Yala,Paddy (Rice),Late-season,25,Loamy,6.28,26.25,0.91,0.95,33.1,24.4,28.8,70.4,89.6,9.6,11.0,Drip,Rainfed,1.12,Yes,4.73,0.95
Dry,Yala,Maize,Initial,20,Sandy,5.79,6.3,0.55,0.31,32.6,23.2,27.9,69.3,60.1,8.2,13.6,Drip,Agro-well,1.32,Yes,4.96,0.3
Dry,Yala,Maize,Development,30,Sandy,5.32,6.02,0.82,0.31,31.6,23.2,27.4,73.9,131.6,7.0,16.4,Drip,Agro-well,1.32,Yes,4.56,0.75
Dry,Yala,Maize,Mid-season,35,Sandy,4.77,5.67,0.68,0.77,33.1,23.5,28.3,63.2,62.9,8.4,16.5,Drip,Agro-well,1.32,Yes,4.9,1.2
Dry,Yala,Maize,Late-season,15,Sandy,5.52,5.47,0.51,0.32,33.5,24.8,29.1,66.6,76.9,7.9,10.1,Drip,Agro-well,1.32,Yes,4.78,0.6
Wet,Maha,Big Onion,Initial,15,Sandy,4.91,8.15,0.48,0.4,28.5,22.3,25.4,78.4,51.3,7.3,6.6,Rainfed,Agro-well,0.58,No,3.74,0.7
Wet,Maha,Big Onion,Development,25,Sandy,5.3,7.88,0.59,0.39,28.3,24.4,26.3,82.3,137.9,4.1,7.7,Rainfed,Agro-well,0.58,No,2.95,0.9
Wet,Maha,Big Onion,Mid-season,35,Sandy,4.83,7.95,0.51,0.61,27.5,21.6,24.6,93.1,36.4,5.4,7.2,Rainfed,Agro-well,0.58,No,3.28,1.05
Wet,Maha,Big Onion,Late-season,20,Sandy,4.86,6.45,0.63,0.31,28.6,20.9,24.7,88.3,186.2,5.0,10.1,Rainfed,Agro-well,0.58,No,3.65,0.75
Dry,Maha,Big Onion,Initial,15,Sandy,4.9,3.49,0.77,0.33,32.0,23.0,27.5,78.0,0.0,5.9,9.2,Furrow/Surface,Minor Tank,0.56,Yes,4.69,0.7
Dry,Maha,Big Onion,Development,25,Sandy,5.38,3.06,0.56,0.37,33.8,22.9,28.3,80.7,0.0,6.5,7.5,Furrow/Surface,Minor Tank,0.56,Yes,5.11,0.9
