Field_Cycle_ID,District,Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Reference_ET0_mm_day,Crop_Coefficient_Kc,Net_Irrigation_Requirement_mm,Gross_Irrigation_Requirement_mm
28,Matara,Wet,Maha,Green Gram,Mid-season,22,Sandy,5.11,10.66,0.56,0.32,28.2,21.9,25.0,86.2,16.2,5.7,3.1,Furrow/Surface,Minor Tank,1.06,No,0.0,3.59,1.05,31.1,56.6
28,Matara,Wet,Maha,Green Gram,Late-season,13,Sandy,4.73,7.42,1.0,0.21,29.2,22.3,25.8,72.5,89.2,6.5,8.1,Furrow/Surface,Minor Tank,1.06,No,31.1,3.67,0.4,0.0,0.0
29,Gampaha,Wet,Maha,Tomato,Initial,20,Clay,6.12,25.49,0.92,0.61,26.2,21.8,24.0,83.2,52.0,6.3,3.9,Rainfed,Rainfed,1.5,Yes,30.9,3.05,0.6,0.0,
29,Gampaha,Wet,Maha,Tomato,Development,25,Clay,5.83,26.0,1.18,0.45,28.8,23.2,26.0,80.4,64.4,5.7,7.3,Rainfed,Rainfed,1.5,Yes,0.0,3.45,0.9,9.4,
29,Gampaha,Wet,Maha,Tomato,Mid-season,35,Clay,5.67,24.8,1.41,1.11,28.7,21.1,24.9,81.1,187.1,5.8,7.7,Rainfed,Rainfed,1.5,Yes,9.4,3.72,1.15,0.0,
29,Gampaha,Wet,Maha,Tomato,Late-season,20,Clay,5.13,27.35,1.73,0.5,28.3,23.6,26.0,80.4,98.5,6.4,5.6,Rainfed,Rainfed,1.5,Yes,0.0,2.91,0.8,0.0,
30,Matale,Intermediate,Yala,Tomato,Initial,20,Clay,6.55,33.21,1.47,0.73,29.7,21.4,25.6,77.7,42.5,8.5,6.4,Furrow/Surface,Agro-well,1.1,No,21.9,4.4,0.6,4.4,8.1
30,Matale,Intermediate,Yala,Tomato,Development,25,Clay,5.41,33.1,1.51,0.57,31.3,21.2,26.3,71.8,97.1,7.7,8.3,Furrow/Surface,Agro-well,1.1,No,4.4,4.85,0.9,2.8,5.1
30,Matale,Intermediate,Yala,Tomato,Mid-season,35,Clay,6.49,32.18,1.78,0.43,31.1,22.3,26.7,77.9,0.0,7.7,12.8,Furrow/Surface,Agro-well,1.1,No,2.8,4.47,1.15,130.8,237.8
30,Matale,Intermediate,Yala,Tomato,Late-season,20,Clay,6.2,32.34,0.89,0.95,31.2,21.5,26.3,73.4,99.9,8.4,5.6,Furrow/Surface,Agro-well,1.1,No,130.8,4.68,0.8,0.0,0.0
31,Matale,Intermediate,Yala,Green Gram,Initial,12,Sandy,5.25,10.55,1.08,0.18,31.6,21.1,26.4,70.8,0.0,6.5,11.0,Furrow/Surface,Agro-well,1.84,No,15.9,5.06,0.4,15.5,28.1
31,Matale,Intermediate,Yala,Green Gram,Development,18,Sandy,5.16,8.47,0.28,0.43,33.2,22.7,27.9,68.5,62.8,7.8,10.0,Furrow/Surface,Agro-well,1.84,No,15.5,5.17,0.75,5.8,10.6
31,Matale,Intermediate,Yala,Green Gram,Mid-season,22,Sandy,4.79,6.85,0.49,0.65,30.7,19.9,25.3,76.9,49.0,7.9,8.2,Furrow/Surface,Agro-well,1.84,No,5.8,4.87,1.05,53.2,96.8
31,Matale,Intermediate,Yala,Green Gram,Late-season,13,Sandy,4.65,6.31,0.49,0.15,31.8,21.0,26.4,73.2,17.5,7.5,12.2,Furrow/Surface,Agro-well,1.84,No,53.2,4.93,0.4,1.2,2.2
32,Matale,Intermediate,Maha,Tomato,Initial,20,Sandy,5.46,8.47,0.58,0.2,30.6,19.0,24.8,83.3,71.4,7.0,7.7,Sprinkler,Major Tank,0.3,No,1.4,5.01,0.6,0.0,0.0
32,Matale,Intermediate,Maha,Tomato,Development,25,Sandy,5.97,9.16,0.83,0.42,27.9,19.0,23.4,85.0,22.3,5.1,10.1,Sprinkler,Major Tank,0.3,No,0.0,4.1,0.9,55.8,74.4
32,Matale,Intermediate,Maha,Tomato,Mid-season,35,Sandy,4.99,9.18,0.78,0.13,27.9,19.6,23.7,82.2,183.7,6.1,7.9,Sprinkler,Major Tank,0.3,No,55.8,3.76,1.15,0.0,0.0
32,Matale,Intermediate,Maha,Tomato,Late-season,20,Sandy,4.89,9.64,0.48,0.46,27.6,19.6,23.6,80.1,12.9,7.4,9.0,Sprinkler,Major Tank,0.3,No,0.0,3.54,0.8,24.9,33.2
33,Trincomalee,Dry,Yala,Chili,Initial,25,Loamy,5.94,25.87,0.83,0.81,32.7,24.1,28.4,60.9,6.9,7.7,11.1,Rainfed,Major Tank,0.52,No,33.7,4.78,0.6,42.2,
33,Trincomalee,Dry,Yala,Chili,Development,35,Loamy,5.46,26.25,1.26,0.32,37.7,23.5,30.6,68.4,127.9,7.3,18.1,Rainfed,Major Tank,0.52,No,42.2,6.28,0.85,56.0,
33,Trincomalee,Dry,Yala,Chili,Mid-season,60,Loamy,5.36,26.25,1.29,0.85,35.1,24.1,29.6,53.4,202.8,7.5,15.1,Rainfed,Major Tank,0.52,No,56.0,5.39,1.05,145.4,
33,Trincomalee,Dry,Yala,Chili,Late-season,30,Loamy,5.77,26.25,1.07,0.59,34.0,24.3,29.1,66.2,46.6,6.9,12.0,Rainfed,Major Tank,0.52,No,145.4,5.14,0.9,50.0,
34,Kurunegala,Intermediate,Maha,Maize,Initial,20,Sandy Loam,5.79,8.12,0.83,0.08,26.3,19.8,23.1,82.0,171.1,6.3,7.1,Rainfed,Major Tank,1.18,No,27.7,3.62,0.3,0.0,
34,Kurunegala,Intermediate,Maha,Maize,Development,30,Sandy Loam,5.51,13.48,1.09,0.51,29.8,20.1,25.0,77.6,329.8,6.7,9.7,Rainfed,Major Tank,1.18,No,0.0,4.42,0.75,0.0,
34,Kurunegala,Intermediate,Maha,Maize,Mid-season,35,Sandy Loam,5.37,18.9,0.9,0.68,29.0,20.1,24.5,82.4,363.0,6.4,7.5,Rainfed,Major Tank,1.18,No,0.0,3.91,1.2,0.0,
34,Kurunegala,Intermediate,Maha,Maize,Late-season,15,Sandy Loam,5.69,18.9,0.83,0.63,27.1,17.5,22.3,82.2,134.3,5.3,7.2,Rainfed,Major Tank,1.18,No,0.0,3.75,0.6,0.0,
35,Hambantota,Dry,Maha,Tomato,Initial,20,Sandy,4.98,10.05,0.48,0.16,31.8,22.7,27.3,78.0,114.0,7.3,8.1,Rainfed,Major Tank,0.22,No,31.3,4.74,0.6,0.0,
35,Hambantota,Dry,Maha,Tomato,Development,25,Sandy,5.02,12.6,0.62,0.05,29.3,23.2,26.3,88.0,178.9,7.9,4.9,Rainfed,Major Tank,0.22,No,0.0,3.66,0.9,0.0,
35,Hambantota,Dry,Maha,Tomato,Mid-season,35,Sandy,4.34,12.6,0.55,0.28,30.2,22.7,26.5,71.2,97.5,7.2,11.6,Rainfed,Major Tank,0.22,No,0.0,3.87,1.15,35.3,
35,Hambantota,Dry,Maha,Tomato,Late-season,20,Sandy,5.45,12.6,0.37,0.41,32.0,22.1,27.0,73.6,139.9,6.4,11.7,Rainfed,Major Tank,0.22,No,35.3,4.37,0.8,0.0,
36,Mullaitivu,Dry,Maha,Maize,Initial,20,Clay,6.27,23.88,0.98,0.63,32.7,22.2,27.5,71.7,0.0,5.9,11.6,Rainfed,Agro-well,1.24,No,0.0,5.05,0.3,23.4,
36,Mullaitivu,Dry,Maha,Maize,Development,30,Clay,7.1,23.15,1.39,0.45,32.5,23.2,27.9,70.4,257.8,6.5,6.8,Rainfed,Agro-well,1.24,No,23.4,4.56,0.75,0.0,
36,Mullaitivu,Dry,Maha,Maize,Mid-season,35,Clay,5.92,27.7,1.08,0.54,30.5,21.2,25.9,79.5,135.1,5.8,3.5,Rainfed,Agro-well,1.24,No,0.0,4.04,1.2,32.5,
36,Mullaitivu,Dry,Maha,Maize,Late-season,15,Clay,5.7,25.68,1.3,0.62,31.6,22.7,27.2,70.1,10.6,6.3,9.5,Rainfed,Agro-well,1.24,No,32.5,3.93,0.6,15.4,
37,Mullaitivu,Dry,Yala,Maize,Initial,20,Sandy,5.29,9.59,0.92,0.5,33.7,23.7,28.7,68.6,70.2,9.4,9.0,Drip,Agro-well,1.19,Yes,16.6,5.22,0.3,0.0,0.0
37,Mullaitivu,Dry,Yala,Maize,Development,30,Sandy,4.88,10.17,0.33,0.48,33.3,24.0,28.7,66.5,70.9,7.6,12.1,Drip,Agro-well,1.19,Yes,0.0,4.93,0.75,29.5,32.8
37,Mullaitivu,Dry,Yala,Maize,Mid-season,35,Sandy,6.09,9.3,0.51,0.27,34.3,25.0,29.6,68.5,67.5,8.5,13.9,Drip,Agro-well,1.19,Yes,29.5,4.99,1.2,110.9,123.2
37,Mullaitivu,Dry,Yala,Maize,Late-season,15,Sandy,4.69,9.04,0.96,0.53,34.3,22.6,28.5,74.7,69.7,8.1,9.7,Drip,Agro-well,1.19,Yes,110.9,5.48,0.6,0.0,0.0
38,Trincomalee,Dry,Maha,Green Gram,Initial,12,Sandy Loam,6.12,13.32,0.78,0.63,31.4,21.2,26.3,71.6,69.7,7.3,2.5,Furrow/Surface,Major Tank,1.27,No,13.7,4.89,0.4,0.0,0.0
38,Trincomalee,Dry,Maha,Green Gram,Development,18,Sandy Loam,5.86,14.44,1.38,0.35,31.6,23.2,27.4,76.7,107.4,7.6,6.5,Furrow/Surface,Major Tank,1.27,No,0.0,4.44,0.75,0.0,0.0
38,Trincomalee,Dry,Maha,Green Gram,Mid-season,22,Sandy Loam,6.06,15.68,1.61,0.57,30.3,23.2,26.7,81.5,163.8,6.9,6.2,Furrow/Surface,Major Tank,1.27,No,0.0,3.86,1.05,0.0,0.0
38,Trincomalee,Dry,Maha,Green Gram,Late-season,13,Sandy Loam,5.75,15.01,0.82,0.47,30.9,20.7,25.8,76.0,161.2,5.9,5.4,Furrow/Surface,Major Tank,1.27,No,0.0,4.34,0.4,0.0,0.0
39,Kegalle,Wet,Yala,Paddy (Rice),Initial,20,Clay,6.38,21.03,1.76,1.03,29.5,23.5,26.5,74.4,216.3,5.7,10.0,Sprinkler,Major Tank,0.22,Yes,60.8,3.79,1.05,0.0,0.0
39,Kegalle,Wet,Yala,Paddy (Rice),Development,30,Clay,6.35,29.67,1.67,1.06,29.0,22.9,26.0,84.9,281.3,6.6,10.6,Sprinkler,Major Tank,0.22,Yes,0.0,3.72,1.1,0.0,0.0
39,Kegalle,Wet,Yala,Paddy (Rice),Mid-season,40,Clay,6.04,34.97,1.89,0.49,27.7,24.9,26.3,84.0,465.3,5.0,7.2,Sprinkler,Major Tank,0.22,Yes,0.0,2.49,1.2,0.0,0.0
39,Kegalle,Wet,Yala,Paddy (Rice),Late-season,25,Clay,6.33,36.75,1.44,0.86,29.7,23.9,26.8,85.0,276.9,7.1,9.5,Sprinkler,Major Tank,0.22,Yes,0.0,3.7,0.95,0.0,0.0
40,Trincomalee,Dry,Yala,Tomato,Initial,20,Loamy,6.1,19.87,1.45,0.68,35.4,24.1,29.7,82.0,11.0,7.9,14.0,Furrow/Surface,Major Tank,0.82,No,15.8,5.65,0.6,47.0,85.4
40,Trincomalee,Dry,Yala,Tomato,Development,25,Loamy,6.37,18.71,1.09,0.63,33.9,23.7,28.8,84.2,22.2,8.5,10.8,Furrow/Surface,Major Tank,0.82,No,47.0,5.18,0.9,74.9,136.2
40,Trincomalee,Dry,Yala,Tomato,Mid-season,35,Loamy,6.27,18.36,0.98,0.47,35.0,23.2,29.1,61.5,88.7,8.4,14.8,Furrow/Surface,Major Tank,0.82,No,74.9,5.51,1.15,122.6,222.8
40,Trincomalee,Dry,Yala,Tomato,Late-season,20,Loamy,5.75,20.06,0.94,0.33,35.7,24.6,30.2,71.6,0.0,9.1,21.4,Furrow/Surface,Major Tank,0.82,No,122.6,5.48,0.8,49.5,90.1
41,Ratnapura,Wet,Yala,Big Onion,Initial,15,Clay,6.57,27.5,1.65,0.52,27.6,22.6,25.1,76.0,90.6,6.4,8.7,Sprinkler,River/Canal Diversion,1.21,No,37.0,3.39,0.7,0.0,0.0
41,Ratnapura,Wet,Yala,Big Onion,Development,25,Clay,6.03,30.33,1.34,0.83,29.5,23.7,26.6,75.6,195.8,6.3,9.0,Sprinkler,River/Canal Diversion,1.21,No,0.0,3.72,0.9,0.0,0.0
41,Ratnapura,Wet,Yala,Big Onion,Mid-season,35,Clay,6.79,31.95,1.85,1.33,30.6,23.2,26.9,81.2,249.7,6.8,10.5,Sprinkler,River/Canal Diversion,1.21,No,0.0,4.08,1.05,0.0,0.0
41,Ratnapura,Wet,Yala,Big Onion,Late-season,20,Clay,6.34,34.25,1.12,0.47,29.5,23.5,26.5,82.6,186.0,5.9,5.3,Sprinkler,River/Canal Diversion,1.21,No,0.0,3.66,0.75,0.0,0.0
42,Kalutara,Wet,Maha,Tomato,Initial,20,Sandy,4.64,6.15,0.79,0.5,27.0,22.5,24.7,80.6,202.2,5.3,6.4,Rainfed,Agro-well,1.19,No,32.7,3.13,0.6,0.0,
42,Kalutara,Wet,Maha,Tomato,Development,25,Sandy,4.25,12.6,0.81,0.16,26.4,21.8,24.1,80.8,127.4,6.9,4.9,Rainfed,Agro-well,1.19,No,0.0,3.02,0.9,0.0,
42,Kalutara,Wet,Maha,Tomato,Mid-season,35,Sandy,5.39,12.6,0.76,0.52,28.2,23.5,25.9,83.2,202.5,4.1,5.4,Rainfed,Agro-well,1.19,No,0.0,3.02,1.15,0.0,
42,Kalutara,Wet,Maha,Tomato,Late-season,20,Sandy,4.0,12.6,0.34,0.78,26.2,22.1,24.1,82.7,177.5,5.1,8.3,Rainfed,Agro-well,1.19,No,0.0,2.59,0.8,0.0,
43,Matale,Intermediate,Yala,Tomato,Initial,20,Loamy,6.37,25.9,1.97,0.41,32.2,19.9,26.0,74.2,37.4,8.4,13.0,Furrow/Surface,River/Canal Diversion,1.03,No,25.6,5.41,0.6,19.5,35.4
43,Matale,Intermediate,Yala,Tomato,Development,25,Loamy,6.77,26.25,1.2,0.92,30.6,21.0,25.8,67.5,89.0,5.7,8.9,Furrow/Surface,River/Canal Diversion,1.03,No,19.5,4.68,0.9,0.8,1.5
43,Matale,Intermediate,Yala,Tomato,Mid-season,35,Loamy,6.16,25.38,1.87,0.53,32.0,21.8,26.9,78.8,120.4,7.6,11.2,Furrow/Surface,River/Canal Diversion,1.03,No,0.8,4.84,1.15,49.1,89.3
43,Matale,Intermediate,Yala,Tomato,Late-season,20,Loamy,6.07,24.98,1.5,0.37,32.5,22.6,27.6,72.1,0.0,5.9,11.3,Furrow/Surface,River/Canal Diversion,1.03,No,49.1,4.86,0.8,52.1,94.7
44,Matale,Intermediate,Yala,Big Onion,Initial,15,Sandy,5.8,10.96,0.75,0.53,30.8,19.4,25.1,71.1,35.5,8.2,7.6,Drip,River/Canal Diversion,4.2,No,26.8,5.1,0.7,13.8,15.4
44,Matale,Intermediate,Yala,Big Onion,Development,25,Sandy,5.83,9.97,0.91,0.2,31.0,21.7,26.3,66.1,86.7,6.1,10.4,Drip,River/Canal Diversion,4.2,No,13.8,4.66,0.9,19.3,21.5
44,Matale,Intermediate,Yala,Big Onion,Mid-season,35,Sandy,4.76,10.15,0.55,0.38,31.6,24.0,27.8,79.4,46.7,8.4,9.0,Drip,River/Canal Diversion,4.2,No,19.3,4.25,1.05,97.0,107.8
44,Matale,Intermediate,Yala,Big Onion,Late-season,20,Sandy,5.52,8.11,0.29,0.3,30.6,19.1,24.8,74.5,52.6,7.1,10.1,Drip,River/Canal Diversion,4.2,No,97.0,4.91,0.75,12.8,14.3
45,Matara,Wet,Maha,Paddy (Rice),Initial,20,Loamy,6.39,19.5,1.28,0.43,27.1,21.5,24.3,79.2,152.9,5.9,5.7,Furrow/Surface,Minor Tank,0.8,Yes,35.1,3.48,1.05,0.0,0.0
45,Matara,Wet,Maha,Paddy (Rice),Development,30,Loamy,5.32,25.53,0.77,0.88,26.4,22.8,24.6,79.6,76.7,4.1,5.9,Furrow/Surface,Minor Tank,0.8,Yes,0.0,2.7,1.1,0.0,0.0
45,Matara,Wet,Maha,Paddy (Rice),Mid-season,40,Loamy,5.83,23.22,1.23,0.88,27.3,21.9,24.6,83.5,184.9,4.1,3.3,Furrow/Surface,Minor Tank,0.8,Yes,0.0,3.08,1.2,0.0,0.0
45,Matara,Wet,Maha,Paddy (Rice),Late-season,25,Loamy,5.9,21.4,0.91,0.35,27.4,22.5,25.0,88.3,47.1,4.8,9.1,Furrow/Surface,Minor Tank,0.8,Yes,0.0,2.94,0.95,7.9,14.4
46,Matara,Wet,Yala,Green Gram,Initial,12,Clay,6.09,24.9,1.43,1.1,29.0,24.2,26.6,86.3,149.0,6.0,8.0,Rainfed,Agro-well,0.35,No,40.8,3.44,0.4,0.0,
46,Matara,Wet,Yala,Green Gram,Development,18,Clay,5.91,30.45,1.25,1.2,27.7,21.8,24.7,78.0,42.8,5.3,8.6,Rainfed,Agro-well,0.35,No,0.0,3.57,0.75,1.1,
46,Matara,Wet,Yala,Green Gram,Mid-season,22,Clay,5.28,27.96,1.47,1.03,29.5,23.1,26.3,81.3,96.2,6.7,10.5,Rainfed,Agro-well,0.35,No,1.1,3.79,1.05,0.0,
46,Matara,Wet,Yala,Green Gram,Late-season,13,Clay,6.72,26.95,1.88,0.8,31.3,22.7,27.0,83.9,105.2,6.4,8.7,Rainfed,Agro-well,0.35,No,0.0,4.4,0.4,0.0,
47,Badulla,Intermediate,Yala,Big Onion,Initial,15,Sandy Loam,5.74,16.08,1.13,0.44,31.7,21.7,26.7,77.0,77.9,7.9,13.0,Sprinkler,Agro-well,3.23,No,15.6,4.94,0.7,0.0,0.0
47,Badulla,Intermediate,Yala,Big Onion,Development,25,Sandy Loam,5.82,17.83,0.47,0.46,33.0,21.7,27.4,76.0,71.1,7.7,8.5,Sprinkler,Agro-well,3.23,No,0.0,5.27,0.9,39.7,53.0
47,Badulla,Intermediate,Yala,Big Onion,Mid-season,35,Sandy Loam,5.38,16.01,1.19,0.61,30.7,19.7,25.2,81.5,76.9,8.1,9.8,Sprinkler,Agro-well,3.23,No,39.7,4.83,1.05,91.2,121.5
47,Badulla,Intermediate,Yala,Big Onion,Late-season,20,Sandy Loam,5.79,15.75,1.0,0.44,31.2,21.3,26.2,77.2,83.9,7.0,5.9,Sprinkler,Agro-well,3.23,No,91.2,4.68,0.75,0.0,0.0
48,Mullaitivu,Dry,Maha,Chili,Initial,25,Sandy,5.34,7.13,0.61,0.67,29.0,22.9,25.9,77.1,234.8,5.1,11.1,Drip,Agro-well,0.14,No,19.1,3.7,0.6,0.0,0.0
48,Mullaitivu,Dry,Maha,Chili,Development,35,Sandy,5.46,12.6,0.89,0.44,32.9,21.6,27.2,80.0,214.3,7.2,4.5,Drip,Agro-well,0.14,No,0.0,4.86,0.85,0.0,0.0
48,Mullaitivu,Dry,Maha,Chili,Mid-season,60,Sandy,5.17,12.6,0.67,0.49,32.0,21.7,26.8,74.2,171.4,7.8,12.4,Drip,Agro-well,0.14,No,0.0,4.21,1.05,96.3,107.0
48,Mullaitivu,Dry,Maha,Chili,Late-season,30,Sandy,5.49,12.6,0.28,0.24,31.6,23.9,27.8,80.5,332.4,7.3,6.9,Drip,Agro-well,0.14,No,96.3,3.93,0.9,0.0,0.0
49,Kandy,Wet,Yala,Chili,Initial,25,Loamy,5.84,15.58,0.64,0.43,28.5,23.3,25.9,86.3,315.4,5.3,4.8,Drip,Major Tank,2.12,No,29.4,3.5,0.6,0.0,0.0
49,Kandy,Wet,Yala,Chili,Development,35,Loamy,5.78,26.25,1.15,0.94,30.4,22.8,26.6,89.6,518.1,5.9,7.3,Drip,Major Tank,2.12,No,0.0,4.2,0.85,0.0,0.0
49,Kandy,Wet,Yala,Chili,Mid-season,60,Loamy,6.48,26.25,1.1,0.55,28.7,23.5,26.1,83.4,530.4,5.6,8.9,Drip,Major Tank,2.12,No,0.0,3.41,1.05,0.0,0.0
49,Kandy,Wet,Yala,Chili,Late-season,30,Loamy,6.66,26.25,1.05,0.67,28.9,24.0,26.5,82.6,447.1,5.6,6.6,Drip,Major Tank,2.12,No,0.0,3.43,0.9,0.0,0.0
50,Gampaha,Wet,Yala,Maize,Initial,20,Sandy,5.25,6.1,0.52,0.35,29.3,23.9,26.6,79.0,29.4,5.8,8.1,Drip,Rainfed,0.41,No,22.1,3.64,0.3,0.0,0.0
50,Gampaha,Wet,Yala,Maize,Development,30,Sandy,5.83,4.69,0.7,0.05,28.8,24.1,26.5,88.7,234.5,6.0,10.2,Drip,Rainfed,0.41,No,0.0,3.31,0.75,0.0,0.0
50,Gampaha,Wet,Yala,Maize,Mid-season,35,Sandy,5.1,7.49,0.86,0.05,30.7,23.3,27.0,87.0,328.0,5.8,5.3,Drip,Rainfed,0.41,No,0.0,4.12,1.2,0.0,0.0
50,Gampaha,Wet,Yala,Maize,Late-season,15,Sandy,5.36,11.6,0.43,0.57,28.5,23.4,26.0,81.5,176.5,7.5,11.4,Drip,Rainfed,0.41,No,0.0,3.34,0.6,0.0,0.0
51,Colombo,Wet,Yala,Big Onion,Initial,15,Clay,6.82,26.28,1.02,0.85,30.2,23.4,26.8,78.4,142.6,6.3,9.2,Furrow/Surface,Agro-well,1.12,Yes,19.1,4.09,0.7,0.0,0.0
51,Colombo,Wet,Yala,Big Onion,Development,25,Clay,5.67,29.6,0.99,0.41,27.8,23.7,25.7,80.7,201.1,6.1,6.7,Furrow/Surface,Agro-well,1.12,Yes,0.0,3.05,0.9,0.0,0.0
51,Colombo,Wet,Yala,Big Onion,Mid-season,35,Clay,5.87,30.23,1.63,0.55,29.0,23.5,26.3,81.4,643.4,5.6,8.4,Furrow/Surface,Agro-well,1.12,Yes,0.0,3.51,1.05,0.0,0.0
51,Colombo,Wet,Yala,Big Onion,Late-season,20,Clay,6.1,36.75,0.83,0.83,30.5,24.5,27.5,87.2,253.6,6.0,8.6,Furrow/Surface,Agro-well,1.12,Yes,0.0,3.75,0.75,0.0,0.0
52,Nuwara Eliya,Wet,Yala,Paddy (Rice),Initial,20,Clay,6.59,30.28,1.31,0.75,29.0,22.9,25.9,75.7,255.7,7.8,11.1,Sprinkler,Agro-well,1.53,No,52.0,3.79,1.05,0.0,0.0
52,Nuwara Eliya,Wet,Yala,Paddy (Rice),Development,30,Clay,6.55,36.75,1.77,0.92,32.1,24.0,28.1,81.1,454.3,6.8,6.5,Sprinkler,Agro-well,1.53,No,0.0,4.5,1.1,0.0,0.0
52,Nuwara Eliya,Wet,Yala,Paddy (Rice),Mid-season,40,Clay,6.04,36.75,1.79,1.0,29.5,23.4,26.5,80.7,337.1,6.0,12.7,Sprinkler,Agro-well,1.53,No,0.0,3.67,1.2,0.0,0.0
52,Nuwara Eliya,Wet,Yala,Paddy (Rice),Late-season,25,Clay,5.87,36.75,1.44,1.32,29.2,24.0,26.6,80.4,321.2,6.2,11.4,Sprinkler,Agro-well,1.53,No,0.0,3.48,0.95,0.0,0.0
53,Colombo,Wet,Yala,Chili,Initial,25,Sandy,4.79,6.93,0.6,0.38,28.0,24.2,26.1,86.0,255.0,7.1,5.1,Drip,Major Tank,0.62,No,20.1,3.02,0.6,0.0,0.0
53,Colombo,Wet,Yala,Chili,Development,35,Sandy,5.4,12.6,0.58,0.51,31.4,22.0,26.7,93.0,440.9,5.7,11.5,Drip,Major Tank,0.62,No,0.0,4.66,0.85,0.0,0.0
53,Colombo,Wet,Yala,Chili,Mid-season,60,Sandy,4.78,12.6,0.49,0.28,30.7,23.6,27.1,82.3,659.8,7.3,10.5,Drip,Major Tank,0.62,No,0.0,4.07,1.05,0.0,0.0
53,Colombo,Wet,Yala,Chili,Late-season,30,Sandy,5.18,12.6,0.63,0.33,30.5,23.4,26.9,88.7,161.1,7.5,9.6,Drip,Major Tank,0.62,No,0.0,4.17,0.9,0.0,0.0
54,Matara,Wet,Maha,Maize,Initial,20,Loamy,5.47,18.71,1.04,0.39,28.6,20.8,24.7,78.3,116.7,5.1,3.2,Furrow/Surface,Minor Tank,0.31,Yes,32.2,4.11,0.3,0.0,0.0
54,Matara,Wet,Maha,Maize,Development,30,Loamy,6.06,21.54,1.08,0.52,28.3,23.3,25.8,84.0,190.1,6.9,7.0,Furrow/Surface,Minor Tank,0.31,Yes,0.0,3.28,0.75,0.0,0.0
54,Matara,Wet,Maha,Maize,Mid-season,35,Loamy,5.65,24.42,1.44,0.46,28.4,22.4,25.4,78.3,288.0,5.5,4.6,Furrow/Surface,Minor Tank,0.31,Yes,0.0,3.35,1.2,0.0,0.0
54,Matara,Wet,Maha,Maize,Late-season,15,Loamy,6.22,26.25,1.05,1.07,29.0,22.0,25.5,79.4,82.1,6.0,9.3,Furrow/Surface,Minor Tank,0.31,Yes,0.0,3.54,0.6,0.0,0.0
55,Matara,Wet,Maha,Tomato,Initial,20,Sandy Loam,5.48,13.56,0.71,0.67,26.7,21.9,24.3,78.3,129.0,6.7,8.6,Drip,Agro-well,2.66,Yes,14.2,3.21,0.6,0.0,0.0
55,Matara,Wet,Maha,Tomato,Development,25,Sandy Loam,6.26,16.26,1.22,0.5,29.1,21.8,25.4,70.0,100.1,4.6,9.8,Drip,Agro-well,2.66,Yes,0.0,3.93,0.9,0.0,0.0
55,Matara,Wet,Maha,Tomato,Mid-season,35,Sandy Loam,5.9,16.22,0.83,0.05,27.9,22.7,25.3,87.4,307.4,6.3,8.5,Drip,Agro-well,2.66,Yes,0.0,3.12,1.15,0.0,0.0
55,Matara,Wet,Maha,Tomato,Late-season,20,Sandy Loam,5.72,18.9,0.72,0.51,27.0,23.0,25.0,81.5,10.1,6.1,10.9,Drip,Agro-well,2.66,Yes,0.0,2.65,0.8,15.6,17.4
56,Galle,Wet,Maha,Paddy (Rice),Initial,20,Loamy,5.92,18.89,1.28,0.27,28.3,21.8,25.1,80.5,100.8,5.5,11.6,Furrow/Surface,Major Tank,1.69,No,51.2,3.8,1.05,0.0,0.0
56,Galle,Wet,Maha,Paddy (Rice),Development,30,Loamy,6.96,21.71,1.05,0.41,28.2,23.9,26.1,81.9,314.7,7.1,8.3,Furrow/Surface,Major Tank,1.69,No,0.0,3.05,1.1,0.0,0.0
56,Galle,Wet,Maha,Paddy (Rice),Mid-season,40,Loamy,5.89,26.25,1.06,0.11,30.3,23.2,26.8,79.7,429.1,7.0,8.4,Furrow/Surface,Major Tank,1.69,No,0.0,3.74,1.2,0.0,0.0
56,Galle,Wet,Maha,Paddy (Rice),Late-season,25,Loamy,5.77,26.25,1.01,0.86,27.7,23.2,25.4,90.4,144.8,5.7,6.2,Furrow/Surface,Major Tank,1.69,No,0.0,2.86,0.95,0.0,0.0
57,Kurunegala,Intermediate,Maha,Maize,Initial,20,Clay,6.48,26.56,1.78,0.95,29.3,18.1,23.7,77.8,163.7,6.4,7.8,Rainfed,Rainfed,2.23,Yes,18.6,4.8,0.3,0.0,
57,Kurunegala,Intermediate,Maha,Maize,Development,30,Clay,6.4,32.15,1.27,0.95,28.4,18.7,23.5,81.6,89.7,7.2,7.8,Rainfed,Rainfed,2.23,Yes,0.0,4.28,0.75,0.0,
57,Kurunegala,Intermediate,Maha,Maize,Mid-season,35,Clay,5.73,31.02,1.25,0.66,29.5,20.9,25.2,87.0,198.4,5.5,6.2,Rainfed,Rainfed,2.23,Yes,0.0,3.9,1.2,0.0,
57,Kurunegala,Intermediate,Maha,Maize,Late-season,15,Clay,6.43,32.22,1.55,1.42,28.2,20.7,24.4,83.0,68.3,8.2,8.3,Rainfed,Rainfed,2.23,Yes,0.0,3.49,0.6,0.0,
